"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FEZ2",9.56940402103177e-07,1.11743017967274,0.103,0.05,0.0224756592241973,"5","FEZ2"
"LIN9",1.00285323851011e-06,0.959578010531,0.119,0.06,0.023554014012887,"5","LIN9"
"GATAD2B",1.01774319825479e-06,0.404362853203896,0.501,0.386,0.0239037344974102,"5","GATAD2B"
"ERC11",1.04219655027657e-06,0.422003012339627,0.477,0.362,0.0244780703763459,"5","ERC1"
"LINC015001",1.05590357606859e-06,1.22261241636479,0.086,0.038,0.0248000072911231,"5","LINC01500"
"PHOX2A",1.0695189643438e-06,2.66001772867209,0.022,0.004,0.0251197919155428,"5","PHOX2A"
"PRXL2A",1.07002758948606e-06,0.908209619440596,0.141,0.076,0.025131737994259,"5","PRXL2A"
"ATG7",1.17774200920842e-06,0.846367400083009,0.196,0.119,0.0276616265702783,"5","ATG7"
"MPP51",1.18462584080196e-06,0.940081834905203,0.132,0.07,0.0278233071229157,"5","MPP5"
"P2RY112",1.26519115375498e-06,1.25838354738662,0.084,0.037,0.0297155446282433,"5","P2RY11"
"ATXN11",1.28891565368392e-06,0.724158908898313,0.213,0.133,0.0302727619580743,"5","ATXN1"
"FOS1",1.29493676857167e-06,1.44500483770124,0.057,0.021,0.0304141798834427,"5","FOS"
"RYR21",1.33195799374368e-06,0.512533362982756,0.327,0.226,0.0312836973990577,"5","RYR2"
"NR1H21",1.47630534672792e-06,0.979153548867761,0.112,0.056,0.0346739836785987,"5","NR1H2"
"NECTIN4",1.47823643255631e-06,2.7669329325886,0.015,0.002,0.03471933909145,"5","NECTIN4"
"SLC19A2",1.49829469545157e-06,1.91449012100246,0.035,0.01,0.035190447512071,"5","SLC19A2"
"HOXB31",1.50122640357058e-06,1.74807390533729,0.04,0.012,0.0352593045406622,"5","HOXB3"
"LYPD6B3",1.52213364784107e-06,0.541452329464586,0.242,0.155,0.0357503529868432,"5","LYPD6B"
"SOS11",1.64244527617557e-06,0.599161207726455,0.286,0.194,0.0385761122015356,"5","SOS1"
"ANKS1A1",1.67172341799229e-06,0.817607070659689,0.233,0.152,0.039263767918385,"5","ANKS1A"
"SIAH2",1.71352825788256e-06,2.2226124163648,0.024,0.005,0.0402456381928878,"5","SIAH2"
"LINC01919",1.73913056560277e-06,3.35189543330976,0.011,0.001,0.0408469595943122,"5","LINC01919"
"CRYGN",1.73913056560277e-06,3.35189543330976,0.011,0.001,0.0408469595943122,"5","CRYGN"
"CA4",1.73913056560277e-06,3.35189543330976,0.011,0.001,0.0408469595943122,"5","CA4"
"LINC00266-1",1.73913056560277e-06,3.35189543330976,0.011,0.001,0.0408469595943122,"5","LINC00266-1"
"AC005342.1",1.73913056560277e-06,3.35189543330976,0.011,0.001,0.0408469595943122,"5","AC005342.1"
"LINC016971",1.77398041670231e-06,1.80757491708595,0.037,0.011,0.0416654780470872,"5","LINC01697"
"LAMP2",1.86483041011797e-06,1.4132959779739,0.057,0.022,0.0437992718424408,"5","LAMP2"
"RNF149",1.95514269595627e-06,1.18197043186745,0.081,0.036,0.045920436499925,"5","RNF149"
"FAF1",1.99965594494723e-06,0.439838511532515,0.407,0.301,0.0469659191789756,"5","FAF1"
"BCL21",2.12361786993263e-06,1.12448493720669,0.086,0.039,0.0498774129111078,"5","BCL2"
"MYADM",2.25312332981765e-06,0.98355687346544,0.11,0.056,0.0529191076474272,"5","MYADM"
"BAZ2B2",2.278387823006e-06,0.361547530597365,0.514,0.403,0.0535124947989419,"5","BAZ2B"
"GULP11",2.33358287549479e-06,0.51788921402869,0.275,0.183,0.0548088609967462,"5","GULP1"
"MATN2",2.39782183199495e-06,1.38446329576619,0.075,0.033,0.0563176413680653,"5","MATN2"
"MTFR1L",2.41542835121448e-06,1.97338381005603,0.031,0.008,0.0567311656849745,"5","MTFR1L"
"SH2D4A1",2.47866812678964e-06,1.30353241174836,0.068,0.028,0.0582164782939083,"5","SH2D4A"
"GNAO1",2.49470468424207e-06,1.29562721366302,0.068,0.028,0.0585931289187936,"5","GNAO1"
"LINC02163",2.50040458757722e-06,1.29049488864562,0.086,0.04,0.0587270025484261,"5","LINC02163"
"ST7",2.60796891090717e-06,1.41441651786782,0.057,0.022,0.0612533658104768,"5","ST7"
"PABPC1",2.84623268886884e-06,0.467541726461776,0.376,0.273,0.0668494671634625,"5","PABPC1"
"PAK3",3.11190777266517e-06,1.12558796196993,0.092,0.044,0.0730893778565868,"5","PAK3"
"AL031590.1",3.17301184593054e-06,2.44500483770124,0.02,0.004,0.0745245292253707,"5","AL031590.1"
"RAD51-AS1",3.21933120245436e-06,0.92323616346728,0.119,0.062,0.0756124319520455,"5","RAD51-AS1"
"AC092848.2",3.29469492334556e-06,2.98932535392505,0.013,0.002,0.0773824996646172,"5","AC092848.2"
"AL008725.1",3.29469492334556e-06,2.98932535392505,0.013,0.002,0.0773824996646172,"5","AL008725.1"
"EXPH53",3.71136433244348e-06,0.64112117928009,0.215,0.136,0.0871688140761001,"5","EXPH5"
"MB21D2",3.73395368542866e-06,0.862873927763248,0.141,0.079,0.087699370209663,"5","MB21D2"
"DIO3OS",3.78095985299872e-06,1.54042440277992,0.051,0.019,0.088803404067381,"5","DIO3OS"
"SORT1",3.91064645220686e-06,0.933226683584048,0.125,0.068,0.0918493532229825,"5","SORT1"
"AC022784.11",4.0457255128313e-06,1.09193823100498,0.09,0.043,0.0950219551198688,"5","AC022784.1"
"TSPAN151",4.10231014002016e-06,1.55933751318024,0.044,0.015,0.0963509582586536,"5","TSPAN15"
"ST6GALNAC31",4.40524971973092e-06,0.974844767184311,0.167,0.1,0.10346610016732,"5","ST6GALNAC3"
"MACROD11",4.53333230120445e-06,0.565299071418954,0.259,0.174,0.106474375758389,"5","MACROD1"
"LINC019333",4.61598431230316e-06,0.925062128830496,0.119,0.063,0.108415623543064,"5","LINC01933"
"SLC39A11",4.72147187632688e-06,0.782039824978813,0.202,0.128,0.110893209959289,"5","SLC39A11"
"TJP31",4.73267355566207e-06,1.1931976872907,0.086,0.041,0.111156303801835,"5","TJP3"
"DCAF61",4.82242856888269e-06,0.838191615758426,0.165,0.098,0.113264379797348,"5","DCAF6"
"HIF1A-AS3",4.82783414046239e-06,2.0411078960276,0.026,0.007,0.11339134045704,"5","HIF1A-AS3"
"DNAJC61",4.91267467643606e-06,1.16150632930773,0.075,0.033,0.115383990125454,"5","DNAJC6"
"ZNF4071",5.03233067726821e-06,0.93766323410256,0.116,0.062,0.118194350616998,"5","ZNF407"
"CCDC18-AS1",5.27859765738581e-06,0.93940012859337,0.138,0.078,0.123978423179021,"5","CCDC18-AS1"
"SRCIN1",5.35121272086354e-06,1.10586745278166,0.084,0.039,0.125683933174922,"5","SRCIN1"
"C8orf37-AS11",5.62514154503213e-06,1.00832234438242,0.09,0.043,0.13211769946817,"5","C8orf37-AS1"
"IGSF31",5.79248543683002e-06,1.25597101331123,0.064,0.027,0.136048105454827,"5","IGSF3"
"SCAPER1",5.83392537797126e-06,0.551077427922494,0.301,0.212,0.137021405352411,"5","SCAPER"
"TBCA",5.9161564288097e-06,0.684897163722593,0.193,0.12,0.138952766043453,"5","TBCA"
"SLC49A3",6.20996081545368e-06,3.18197043186745,0.011,0.001,0.145853349672561,"5","SLC49A3"
"ZNF57",6.20996081545368e-06,3.18197043186745,0.011,0.001,0.145853349672561,"5","ZNF57"
"CPA1",6.20996081545368e-06,3.18197043186745,0.011,0.001,0.145853349672561,"5","CPA1"
"DNAI1",6.38050884200918e-06,1.74587131706078,0.035,0.011,0.14985901117227,"5","DNAI1"
"TPD52L11",6.7855505761311e-06,1.2391953005604,0.064,0.027,0.159372226381591,"5","TPD52L1"
"HTRA3",6.9932755587672e-06,2.0411078960276,0.026,0.007,0.164251063048765,"5","HTRA3"
"NECTIN2",7.19794829809872e-06,0.501543105756681,0.418,0.327,0.169058211677445,"5","NECTIN2"
"LINC012781",7.31751911660004e-06,0.851821830175117,0.143,0.082,0.171866571491585,"5","LINC01278"
"NAIP3",7.39204506573247e-06,0.685544605747949,0.176,0.107,0.173616962458858,"5","NAIP"
"LRRFIP11",7.47116046454593e-06,0.497593701683238,0.33,0.238,0.17547514583079,"5","LRRFIP1"
"MAPK141",7.62899646176876e-06,0.824593500975796,0.141,0.08,0.179182239897563,"5","MAPK14"
"TADA2A",7.73553996644438e-06,1.02119712879467,0.088,0.042,0.181684627191879,"5","TADA2A"
"SH3BGRL2",7.74661650398961e-06,1.45760487448088,0.048,0.018,0.181944781829204,"5","SH3BGRL2"
"LARGE11",7.81011242386656e-06,0.803899258942552,0.158,0.094,0.183436110499354,"5","LARGE1"
"ZFP36L1",8.03186502041513e-06,0.853644565781936,0.149,0.087,0.18864441373449,"5","ZFP36L1"
"ADAMTS11",8.27048123678084e-06,1.74587131706078,0.035,0.011,0.194248792808272,"5","ADAMTS1"
"PLEKHG4B",8.92469151766688e-06,0.62722887364922,0.253,0.172,0.209614229675442,"5","PLEKHG4B"
"JUN",9.00770105127001e-06,0.955694576043772,0.108,0.057,0.211563874591179,"5","JUN"
"KCNN41",9.27328147755365e-06,2.47742631539362,0.018,0.003,0.217801562063303,"5","KCNN4"
"KMT2C1",9.37004510820763e-06,0.402856399598444,0.415,0.314,0.220074249456473,"5","KMT2C"
"ARHGAP33",9.38440896687899e-06,1.43251389351804,0.048,0.018,0.220411613405087,"5","ARHGAP33"
"LINC02745",9.47120782208799e-06,2.0299673384224,0.029,0.008,0.222450258117381,"5","LINC02745"
"GALNT13",9.61427804937731e-06,0.836538400074471,0.141,0.081,0.225810548545725,"5","GALNT13"
"NID2",9.63594208994658e-06,1.93043166487148,0.029,0.008,0.226319371866575,"5","NID2"
"PPARG1",9.75037605779214e-06,1.28888563578396,0.059,0.025,0.229007082469364,"5","PPARG"
"PDLIM1",9.86231674272651e-06,1.07178751411702,0.088,0.043,0.231636233336418,"5","PDLIM1"
"SMYD4",9.91304057481998e-06,0.851053553752831,0.132,0.074,0.232827583980797,"5","SMYD4"
"JPH21",1.00029419953675e-05,1.62009154425933,0.042,0.015,0.234939098645195,"5","JPH2"
"SLC25A37",1.01324871234509e-05,1.01561204544533,0.095,0.047,0.237981725068492,"5","SLC25A37"
"BACH2",1.13443731025044e-05,1.03546631882689,0.152,0.091,0.266445291058522,"5","BACH2"
"TRPM41",1.1568186779928e-05,1.51539416559264,0.044,0.016,0.271702002900169,"5","TRPM4"
"PPA2",1.17363243006809e-05,1.000476041713,0.097,0.049,0.275651048850093,"5","PPA2"
"DAB2IP",1.19031482735235e-05,0.671597247566976,0.182,0.113,0.279569243500246,"5","DAB2IP"
"SLC44A21",1.20829335306004e-05,0.651455715168669,0.224,0.148,0.283791859833211,"5","SLC44A2"
"FTO1",1.21257199595226e-05,0.672696862742839,0.202,0.13,0.284796784689307,"5","FTO"
"ZNF3261",1.21325478887846e-05,0.491416696836532,0.36,0.27,0.284957152263885,"5","ZNF326"
"AC002057.2",1.25212561165167e-05,2.18197043186745,0.022,0.005,0.294086742408627,"5","AC002057.2"
"LAMB13",1.3393927234536e-05,0.37655748754403,0.334,0.237,0.314583168957548,"5","LAMB1"
"MT-ND5",1.35687217447279e-05,0.520449703018658,0.409,0.316,0.318688567618425,"5","MT-ND5"
"SLC15A11",1.38843793725672e-05,1.66457121495893,0.035,0.011,0.326102418323486,"5","SLC15A1"
"DCLK21",1.39898030471225e-05,1.36321074653759,0.051,0.02,0.328578504167766,"5","DCLK2"
"KAT6A1",1.40311447014062e-05,0.712084455592985,0.198,0.128,0.329549495601928,"5","KAT6A"
"TNKS1BP1",1.42463519953298e-05,0.931563634361404,0.108,0.057,0.33460406931431,"5","TNKS1BP1"
"TENM41",1.44317998410847e-05,0.423838025386018,0.462,0.363,0.338959682867556,"5","TENM4"
"AGAP11",1.45696417761037e-05,0.324524461793621,0.523,0.418,0.342197176395348,"5","AGAP1"
"ANXA11",1.53679771133818e-05,1.01691118559695,0.092,0.047,0.360947678461999,"5","ANXA11"
"DLX6-AS1",1.64137695136449e-05,2.35189543330976,0.018,0.004,0.385510204566977,"5","DLX6-AS1"
"IFI161",1.65487020836018e-05,1.58859569133009,0.04,0.014,0.388679365837557,"5","IFI16"
"KDM2A",1.68082499409026e-05,0.423710059338014,0.446,0.355,0.394775366361979,"5","KDM2A"
"AL353743.2",1.75655459692852e-05,1.68447077239663,0.035,0.011,0.412561978180601,"5","AL353743.2"
"OXR11",1.82738494577568e-05,0.930431664871484,0.121,0.068,0.429197902214335,"5","OXR1"
"CLRN3",1.847669071707e-05,3.0299673384224,0.011,0.001,0.433962034871822,"5","CLRN3"
"MKS1",1.90213748093924e-05,2.13890170997556,0.022,0.005,0.446755030148199,"5","MKS1"
"HULC1",1.97172473264304e-05,1.14015025617282,0.092,0.047,0.46309898795587,"5","HULC"
"ADHFE1",2.04627303981564e-05,1.57191695018346,0.04,0.014,0.4806081488615,"5","ADHFE1"
"SPPL31",2.10495223214692e-05,0.793437567341845,0.191,0.124,0.494390130764347,"5","SPPL3"
"ARHGAP352",2.13586252952638e-05,0.424793698999837,0.42,0.327,0.501650032309861,"5","ARHGAP35"
"NSMCE21",2.18088612126603e-05,0.5454949903084,0.303,0.219,0.512224723301752,"5","NSMCE2"
"MBD51",2.22829923294388e-05,0.492958060924169,0.365,0.278,0.523360640841529,"5","MBD5"
"ABCA5",2.22965293557827e-05,1.66457121495893,0.035,0.012,0.523678584979267,"5","ABCA5"
"COLEC121",2.25921619578069e-05,0.435769446962338,0.211,0.136,0.53062210790301,"5","COLEC12"
"ITFG11",2.28627233804485e-05,0.47015831492958,0.316,0.229,0.536976784036595,"5","ITFG1"
"KLHL13",2.35166002102702e-05,1.06332593536883,0.073,0.034,0.552334389138617,"5","KLHL13"
"ZNF4621",2.39732047720209e-05,0.573548958322303,0.244,0.167,0.563058660480454,"5","ZNF462"
"UBE4B1",2.4617531740433e-05,0.564982308866163,0.209,0.136,0.57819196798755,"5","UBE4B"
"PAX8-AS11",2.51568890056583e-05,1.137576312509,0.068,0.031,0.590859852075896,"5","PAX8-AS1"
"ATP6V1H1",2.62807447666391e-05,0.968374958768159,0.097,0.051,0.617255852334051,"5","ATP6V1H"
"PWRN4",2.63441136798285e-05,1.3127570394028,0.053,0.022,0.618744197998133,"5","PWRN4"
"TP53BP2",2.64511140483065e-05,0.924172674399801,0.099,0.052,0.621257315652575,"5","TP53BP2"
"ARGLU11",2.64845398041704e-05,0.322756539606685,0.565,0.47,0.622042386380551,"5","ARGLU1"
"GNAS",2.67571141828182e-05,0.512978036288872,0.325,0.24,0.628444340811852,"5","GNAS"
"LINC02331",2.70262511904048e-05,1.98932535392505,0.026,0.007,0.634765561709037,"5","LINC02331"
"CEP85L1",2.71143621164789e-05,1.0507258985892,0.086,0.043,0.63683502302974,"5","CEP85L"
"TRIO1",2.71305259818379e-05,0.430649544724172,0.334,0.245,0.637214663735426,"5","TRIO"
"CLDN2",2.77567680737625e-05,2.35189543330976,0.018,0.004,0.65192321174846,"5","CLDN2"
"MXRA51",2.88782981315007e-05,1.31236706912312,0.055,0.023,0.678264588214557,"5","MXRA5"
"CUL52",2.93226151876815e-05,0.712907050906094,0.187,0.121,0.688700262913076,"5","CUL5"
"TTC7B",2.95030551408852e-05,0.668630858976801,0.165,0.102,0.692938256093972,"5","TTC7B"
"RBX1",2.9541951120564e-05,0.787110814526235,0.158,0.098,0.693851805968687,"5","RBX1"
"TNS1",3.03087017059472e-05,1.09177262289587,0.064,0.029,0.711860476967581,"5","TNS1"
"RARG1",3.06135353904781e-05,1.21673585002813,0.059,0.026,0.71902010571616,"5","RARG"
"FHOD31",3.06317048180624e-05,0.901862512674713,0.114,0.064,0.719446851061832,"5","FHOD3"
"ABCG21",3.10096132837007e-05,1.52300734970252,0.04,0.014,0.728322787194277,"5","ABCG2"
"RESF11",3.1124555622368e-05,0.668676811264262,0.189,0.122,0.731022437902558,"5","RESF1"
"GALNT61",3.12441161065892e-05,1.18905985665377,0.068,0.031,0.73383055499546,"5","GALNT6"
"SRGAP31",3.14338201390478e-05,0.72527378095139,0.138,0.082,0.738286133605816,"5","SRGAP3"
"TTLL71",3.23913844888644e-05,0.975941456739887,0.081,0.04,0.760776447489959,"5","TTLL7"
"TMEM120B",3.29553339578771e-05,0.545805478488734,0.297,0.216,0.77402192866866,"5","TMEM120B"
"EPC21",3.31341138113269e-05,0.69250809146205,0.171,0.108,0.778220931086634,"5","EPC2"
"CD991",3.32105040457512e-05,0.797306581632123,0.136,0.08,0.780015108522558,"5","CD99"
"ELF31",3.35911129129925e-05,1.54454051125216,0.037,0.013,0.788954468987455,"5","ELF3"
"SNX2",3.43780939538428e-05,1.14244206768081,0.064,0.029,0.807438292693905,"5","SNX2"
"SLC35B31",3.51860797025835e-05,1.74308619063424,0.031,0.01,0.826415453974579,"5","SLC35B3"
"LINC00595",3.51860797025835e-05,1.74308619063424,0.031,0.01,0.826415453974579,"5","LINC00595"
"SEC24B-AS1",3.63415133310817e-05,1.63568839931035,0.04,0.014,0.853553123607115,"5","SEC24B-AS1"
"JADE3",3.69622269138214e-05,0.918936026033655,0.103,0.056,0.868131823524924,"5","JADE3"
"BFSP2-AS11",3.73737564448424e-05,2.18197043186745,0.02,0.005,0.877797417620014,"5","BFSP2-AS1"
"ZBTB201",3.8163685908951e-05,0.672265606748927,0.185,0.119,0.896350490943531,"5","ZBTB20"
"MESD",3.86576110388639e-05,0.883312116302934,0.105,0.058,0.907951310469796,"5","MESD"
"TMCO41",3.87473491280948e-05,1.14244206768081,0.064,0.029,0.910058988971563,"5","TMCO4"
"UNC5D2",3.98151624867684e-05,0.603364699071275,0.378,0.302,0.935138721326731,"5","UNC5D"
"IGF2BP31",4.00709702675502e-05,0.325157705522552,0.481,0.385,0.941146878673953,"5","IGF2BP3"
"MSX11",4.07995344422287e-05,1.959578010531,0.024,0.007,0.958258665444627,"5","MSX1"
"SRI",4.07995344422287e-05,1.959578010531,0.024,0.007,0.958258665444627,"5","SRI"
"NOL3",4.22008702126848e-05,1.86646860613952,0.029,0.009,0.991171838685329,"5","NOL3"
"AC026765.32",4.42672738056311e-05,1.16426843013399,0.057,0.025,1,"5","AC026765.3"
"TOX1",4.43551370453338e-05,0.734511454896227,0.138,0.082,1,"5","TOX"
"EPCAM",4.46622642053244e-05,0.853644565781936,0.123,0.071,1,"5","EPCAM"
"LRRC11",4.52853975066808e-05,1.15067430137791,0.075,0.036,1,"5","LRRC1"
"PHLDB31",4.66375066656151e-05,0.973082274880748,0.095,0.05,1,"5","PHLDB3"
"AL138767.3",4.75017740478774e-05,2.89246381467246,0.011,0.002,1,"5","AL138767.3"
"HRNR",4.75017740478774e-05,2.89246381467246,0.011,0.002,1,"5","HRNR"
"SCX1",4.79905686858233e-05,1.15730837763318,0.062,0.028,1,"5","SCX"
"XXYLT1",4.88409514771322e-05,0.762541163471447,0.16,0.101,1,"5","XXYLT1"
"ANTXR2",4.93517671212356e-05,1.40938092797052,0.048,0.02,1,"5","ANTXR2"
"LPCAT21",5.03065458576823e-05,1.26443259205942,0.051,0.021,1,"5","LPCAT2"
"HDHD3",5.05012619607498e-05,1.30265191428991,0.055,0.024,1,"5","HDHD3"
"GLE1",5.11128353137798e-05,0.969666828154585,0.086,0.044,1,"5","GLE1"
"L3MBTL41",5.15860366894191e-05,0.891499768501683,0.127,0.075,1,"5","L3MBTL4"
"CDK5RAP31",5.18225222093104e-05,0.620331453637268,0.189,0.123,1,"5","CDK5RAP3"
"AP2A2",5.2078833236556e-05,0.450600300594762,0.301,0.218,1,"5","AP2A2"
"PEX14",5.21841373782342e-05,0.686185518704242,0.158,0.098,1,"5","PEX14"
"ID42",5.22382409085748e-05,1.23855396023382,0.055,0.024,1,"5","ID4"
"ARHGEF171",5.24024188018393e-05,1.01638436614947,0.079,0.04,1,"5","ARHGEF17"
"TBC1D2",5.35000874587522e-05,1.31762553122501,0.053,0.022,1,"5","TBC1D2"
"MTRNR2L121",5.4028585019048e-05,0.161440393610174,0.91,0.883,1,"5","MTRNR2L12"
"SLC2A12",5.55413782684026e-05,1.12482652476384,0.068,0.032,1,"5","SLC2A1"
"PRRT41",5.62002394257617e-05,1.74139784048147,0.029,0.009,1,"5","PRRT4"
"RABGGTA",5.65597492800371e-05,2.13466471708909,0.02,0.005,1,"5","RABGGTA"
"CA2",5.65597492800371e-05,2.13466471708909,0.02,0.005,1,"5","CA2"
"ADCY101",5.74137322945868e-05,1.63764991564364,0.033,0.011,1,"5","ADCY10"
"HOXB41",5.94614657875198e-05,2.01691118559695,0.022,0.006,1,"5","HOXB4"
"WDFY21",6.07705576786468e-05,0.772762011390802,0.13,0.077,1,"5","WDFY2"
"RNF43",6.17511415152327e-05,1.52746699789322,0.037,0.014,1,"5","RNF43"
"DPF3",6.18818779921577e-05,1.24337097653159,0.057,0.025,1,"5","DPF3"
"ZNF512B2",6.33523134101159e-05,0.590129753441492,0.191,0.125,1,"5","ZNF512B"
"WDR20",6.60920885955548e-05,0.843346048107772,0.125,0.074,1,"5","WDR20"
"CEMIP",6.63087781403374e-05,1.4673726507297,0.048,0.02,1,"5","CEMIP"
"CASC19",6.80343569373932e-05,1.53246767895158,0.035,0.012,1,"5","CASC19"
"B3GNT21",6.86127082244961e-05,1.21944513728611,0.055,0.024,1,"5","B3GNT2"
"FAXDC2",7.04519046975691e-05,1.24337097653159,0.057,0.026,1,"5","FAXDC2"
"NDRG21",7.05424768816842e-05,1.3559998316425,0.046,0.019,1,"5","NDRG2"
"KDM2B",7.11479012917827e-05,0.3868868770264,0.431,0.342,1,"5","KDM2B"
"BCAM3",7.14746862583605e-05,0.573453203167395,0.215,0.147,1,"5","BCAM"
"HOXA1",7.24276591285528e-05,2.23641821588982,0.018,0.004,1,"5","HOXA1"
"MMP25-AS1",7.34200510341534e-05,0.901862512674713,0.101,0.056,1,"5","MMP25-AS1"
"SMAGP1",7.43564401813738e-05,1.14678100340515,0.057,0.026,1,"5","SMAGP"
"CACNA1G1",8.12086523031648e-05,1.40015060191698,0.04,0.015,1,"5","CACNA1G"
"ACIN13",8.14464938891477e-05,0.245002554012635,0.727,0.644,1,"5","ACIN1"
"FBXO111",8.26395423106527e-05,0.46071156709293,0.301,0.221,1,"5","FBXO11"
"MIR217HG",8.3252181202986e-05,2.37461550980984,0.015,0.003,1,"5","MIR217HG"
"AC027279.11",8.3252181202986e-05,2.37461550980984,0.015,0.003,1,"5","AC027279.1"
"CLIC4",8.36057184397055e-05,0.474151183360759,0.29,0.212,1,"5","CLIC4"
"ST3GAL6-AS1",8.375603057477e-05,2.08886102747597,0.02,0.005,1,"5","ST3GAL6-AS1"
"TFE3",8.88546295642517e-05,1.09639470016137,0.064,0.03,1,"5","TFE3"
"PRDM6",8.93179923232973e-05,1.59700793114629,0.033,0.011,1,"5","PRDM6"
"CTNNA1",9.06442323748763e-05,0.42003230946978,0.262,0.184,1,"5","CTNNA1"
"RTL52",9.2587680647132e-05,1.29661299780857,0.048,0.02,1,"5","RTL5"
"RERE1",9.3066965474925e-05,0.209318081673466,0.736,0.664,1,"5","RERE"
"CASZ11",9.3345964479759e-05,0.90767690861897,0.138,0.086,1,"5","CASZ1"
"TAPT1-AS11",9.33999097716977e-05,0.945270173847117,0.088,0.047,1,"5","TAPT1-AS1"
"CA5B1",9.35877419344891e-05,0.853850503265817,0.121,0.071,1,"5","CA5B"
"C5orf17",9.54542132359975e-05,1.47147704906243,0.042,0.016,1,"5","C5orf17"
"BACH1",9.72578086124938e-05,0.72011207583561,0.145,0.09,1,"5","BACH1"
"LINC02593",9.8194324356838e-05,1.40236050029275,0.042,0.016,1,"5","LINC02593"
"CA121",0.000100097628911506,1.57930592941283,0.035,0.013,1,"5","CA12"
"TTC171",0.000100340090344095,0.460476246463682,0.295,0.216,1,"5","TTC17"
"PPFIBP1",0.000100421155213906,0.813994969460649,0.143,0.089,1,"5","PPFIBP1"
"XKR7",0.000104344858824115,1.86004233698009,0.024,0.007,1,"5","XKR7"
"SLC12A21",0.000105533597007588,1.21141420975993,0.064,0.03,1,"5","SLC12A2"
"NPIPB5",0.000106070226885863,0.461993160415934,0.527,0.458,1,"5","NPIPB5"
"ACYP21",0.000106152888695831,0.678557859223844,0.178,0.118,1,"5","ACYP2"
"TRPV6",0.000108438771006377,2.7669329325886,0.011,0.002,1,"5","TRPV6"
"TMC6",0.000108828199589349,0.702420171033876,0.165,0.106,1,"5","TMC6"
"IQCE2",0.000110779748079142,0.722538813230151,0.138,0.085,1,"5","IQCE"
"AC009630.1",0.00011226961956594,1.4190096291683,0.044,0.018,1,"5","AC009630.1"
"FLRT3",0.00011226961956594,1.4190096291683,0.044,0.018,1,"5","FLRT3"
"PEDS11",0.000114806013977904,0.934660378326671,0.086,0.046,1,"5","PEDS1"
"NAB1",0.000115232153813051,1.19124824545546,0.055,0.025,1,"5","NAB1"
"AF117829.12",0.000116596985065023,0.602132963324159,0.189,0.126,1,"5","AF117829.1"
"SYNDIG1",0.000119284129265361,0.809637383542843,0.121,0.072,1,"5","SYNDIG1"
"MALT1",0.000119914538888274,1.15549822050626,0.057,0.026,1,"5","MALT1"
